"Gemeinde","Längengrad_Gemeinde","Breitengrad_Gemeinde","state","Hauptstadt","Längengrad","Breitengrad"
"ESCHBRONN",8.457819,48.185315,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"VILLINGENDORF",8.590079,48.202342,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"WELLENDINGEN",8.703656,48.147478,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"LAUTERBACH",8.345417,48.228849,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"AICHHALDEN",8.398748,48.269444,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"EPFENDORF",8.594825,48.2489,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"FLUORN WINZELN",8.492724,48.2853,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"FREIBURG IM BREISGAU",7.849877,47.994786,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"GUNDELFINGEN",7.8668,48.042406,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"HEUWEILER",7.903166,48.052008,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"KIRCHZARTEN",7.955318,47.965089,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"BIEDERBACH",8.034739,48.193856,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"UMKIRCH",7.761774,48.032065,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"IFFELDORF",11.323047,47.771539,"Bavaria","Muenchen",11.5753822,48.1371079
"OBERSOECHERING",11.220229,47.735505,"Bavaria","Muenchen",11.5753822,48.1371079
"PAEHL",11.176312,47.904976,"Bavaria","Muenchen",11.5753822,48.1371079
"POLLING",11.133084,47.811428,"Bavaria","Muenchen",11.5753822,48.1371079
"RAISTING",11.108553,47.912549,"Bavaria","Muenchen",11.5753822,48.1371079
"SEESHAUPT",11.301075,47.825031,"Bavaria","Muenchen",11.5753822,48.1371079
"SINDELSDORF",11.334112,47.724777,"Bavaria","Muenchen",11.5753822,48.1371079
"WESSOBRUNN",11.023972,47.874177,"Bavaria","Muenchen",11.5753822,48.1371079
"WIELENBACH",11.157836,47.874594,"Bavaria","Muenchen",11.5753822,48.1371079
"WILDSTEIG",10.933943,47.7019,"Bavaria","Muenchen",11.5753822,48.1371079
"RIEGSEE",11.233785,47.698773,"Bavaria","Muenchen",11.5753822,48.1371079
"SEEHAUSEN A.STAFFELSEE",11.185323,47.689514,"Bavaria","Muenchen",11.5753822,48.1371079
"KOCHEL A.SEE",11.368269,47.658845,"Bavaria","Muenchen",11.5753822,48.1371079
"BAD KOHLGRUB",11.051047,47.66653,"Bavaria","Muenchen",11.5753822,48.1371079
"EGLFING",11.178794,47.734087,"Bavaria","Muenchen",11.5753822,48.1371079
"ESCHENLOHE",11.185861,47.59802,"Bavaria","Muenchen",11.5753822,48.1371079
"GROSSWEIL",11.303171,47.675379,"Bavaria","Muenchen",11.5753822,48.1371079
"OHLSTADT",11.230358,47.634651,"Bavaria","Muenchen",11.5753822,48.1371079
"SAULGRUB",11.024935,47.667637,"Bavaria","Muenchen",11.5753822,48.1371079
"SCHLEHDORF",11.315207,47.657932,"Bavaria","Muenchen",11.5753822,48.1371079
"UFFING A.STAFFELSEE",11.152405,47.714018,"Bavaria","Muenchen",11.5753822,48.1371079
"OBERAMMERGAU",11.06642,47.597074,"Bavaria","Muenchen",11.5753822,48.1371079
"FARCHANT",11.112099,47.530185,"Bavaria","Muenchen",11.5753822,48.1371079
"GRAINAU",11.026832,47.470838,"Bavaria","Muenchen",11.5753822,48.1371079
"OBERAU",11.138308,47.562606,"Bavaria","Muenchen",11.5753822,48.1371079
"UNTERAMMERGAU",11.028938,47.617131,"Bavaria","Muenchen",11.5753822,48.1371079
"WALLGAU",11.282267,47.522154,"Bavaria","Muenchen",11.5753822,48.1371079
"MUENSING",11.368916,47.902692,"Bavaria","Muenchen",11.5753822,48.1371079
"EGLING",11.508365,47.922943,"Bavaria","Muenchen",11.5753822,48.1371079
"EURASBURG",11.403471,47.855933,"Bavaria","Muenchen",11.5753822,48.1371079
"KOENIGSDORF",11.480945,47.816385,"Bavaria","Muenchen",11.5753822,48.1371079
"RAUBLING",12.108526,47.788763,"Bavaria","Muenchen",11.5753822,48.1371079
"STEPHANSKIRCHEN",12.186066,47.854144,"Bavaria","Muenchen",11.5753822,48.1371079
"BAD FEILNBACH",12.008173,47.773292,"Bavaria","Muenchen",11.5753822,48.1371079
"OBERAUDORF",12.171952,47.648794,"Bavaria","Muenchen",11.5753822,48.1371079
"RIEDERING",12.207694,47.838422,"Bavaria","Muenchen",11.5753822,48.1371079
"KIEFERSFELDEN",12.188472,47.614695,"Bavaria","Muenchen",11.5753822,48.1371079
"BRANNENBURG",12.103075,47.741567,"Bavaria","Muenchen",11.5753822,48.1371079
"ROHRDORF1",12.170017,47.796994,"Bavaria","Muenchen",11.5753822,48.1371079
"TUNTENHAUSEN",12.016415,47.935796,"Bavaria","Muenchen",11.5753822,48.1371079
"GROSSKAROLINENFELD",12.080829,47.89094,"Bavaria","Muenchen",11.5753822,48.1371079
"FRASDORF",12.285333,47.802277,"Bavaria","Muenchen",11.5753822,48.1371079
"OBING",12.407264,48.000748,"Bavaria","Muenchen",11.5753822,48.1371079
"SAMERBERG",12.212482,47.781501,"Bavaria","Muenchen",11.5753822,48.1371079
"AMERANG",12.308485,47.990939,"Bavaria","Muenchen",11.5753822,48.1371079
"EGGSTAETT",12.380291,47.926029,"Bavaria","Muenchen",11.5753822,48.1371079
"FLINTSBACH A.INN",12.125282,47.723091,"Bavaria","Muenchen",11.5753822,48.1371079
"HALFING",12.276636,47.951852,"Bavaria","Muenchen",11.5753822,48.1371079
"HOESLWANG",12.329632,47.954333,"Bavaria","Muenchen",11.5753822,48.1371079
"PITTENHART",12.389641,47.975844,"Bavaria","Muenchen",11.5753822,48.1371079
"PRUTTING",12.202651,47.893114,"Bavaria","Muenchen",11.5753822,48.1371079
"SCHECHEN",12.123345,47.929188,"Bavaria","Muenchen",11.5753822,48.1371079
"SCHONSTETT",12.241296,47.982988,"Bavaria","Muenchen",11.5753822,48.1371079
"SOECHTENAU",12.2295,47.931507,"Bavaria","Muenchen",11.5753822,48.1371079
"STAUDACH EGERNDACH",12.48036,47.779816,"Bavaria","Muenchen",11.5753822,48.1371079
"ASCHAU I.CHIEMGAU",12.324478,47.777656,"Bavaria","Muenchen",11.5753822,48.1371079
"BERNAU A.CHIEMSEE",12.374087,47.811654,"Bavaria","Muenchen",11.5753822,48.1371079
"UEBERSEE",12.484208,47.821277,"Bavaria","Muenchen",11.5753822,48.1371079
"REIT IM WINKL",12.469096,47.677182,"Bavaria","Muenchen",11.5753822,48.1371079
"UNTERWOESSEN",12.457864,47.737745,"Bavaria","Muenchen",11.5753822,48.1371079
"MARQUARTSTEIN",12.462445,47.75718,"Bavaria","Muenchen",11.5753822,48.1371079
"RIMSTING",12.337335,47.880357,"Bavaria","Muenchen",11.5753822,48.1371079
"BREITBRUNN A.CHIEMSEE",12.40036,47.889886,"Bavaria","Muenchen",11.5753822,48.1371079
"GSTADT A.CHIEMSEE",12.418052,47.884383,"Bavaria","Muenchen",11.5753822,48.1371079
"SCHLECHING",12.396406,47.720215,"Bavaria","Muenchen",11.5753822,48.1371079
"SIEGSDORF",12.641761,47.820981,"Bavaria","Muenchen",11.5753822,48.1371079
"RUHPOLDING",12.645429,47.763707,"Bavaria","Muenchen",11.5753822,48.1371079
"INZELL",12.748835,47.762533,"Bavaria","Muenchen",11.5753822,48.1371079
"CHIEMING",12.536018,47.893353,"Bavaria","Muenchen",11.5753822,48.1371079
"TACHERTING",12.56919,48.078082,"Bavaria","Muenchen",11.5753822,48.1371079
"BERGEN3",12.590133,47.80697,"Bavaria","Muenchen",11.5753822,48.1371079
"PALLING",12.63946,48.000851,"Bavaria","Muenchen",11.5753822,48.1371079
"ALTENMARKT A.D.ALZ",12.534451,48.000706,"Bavaria","Muenchen",11.5753822,48.1371079
"GRABENSTAETT",12.541638,47.842655,"Bavaria","Muenchen",11.5753822,48.1371079
"SEEON SEEBRUCK",12.477435,47.936462,"Bavaria","Muenchen",11.5753822,48.1371079
"SURBERG",12.705961,47.861992,"Bavaria","Muenchen",11.5753822,48.1371079
"PETTING",12.816216,47.912089,"Bavaria","Muenchen",11.5753822,48.1371079
"TACHING A.SEE",12.724982,47.96139,"Bavaria","Muenchen",11.5753822,48.1371079
"VACHENDORF",12.606891,47.841566,"Bavaria","Muenchen",11.5753822,48.1371079
"WONNEBERG",12.719085,47.914614,"Bavaria","Muenchen",11.5753822,48.1371079
"FRIDOLFING",12.827125,47.998322,"Bavaria","Muenchen",11.5753822,48.1371079
"KIRCHANSCHOERING",12.837565,47.95282,"Bavaria","Muenchen",11.5753822,48.1371079
"PIDING",12.91208,47.769593,"Bavaria","Muenchen",11.5753822,48.1371079
"ANGER",12.859411,47.802378,"Bavaria","Muenchen",11.5753822,48.1371079
"BAYERISCH GMAIN",12.892608,47.720923,"Bavaria","Muenchen",11.5753822,48.1371079
"SCHNEIZLREUTH",12.802281,47.690229,"Bavaria","Muenchen",11.5753822,48.1371079
"SCHOENAU A.KOENIGSSEE",12.984388,47.602396,"Bavaria","Muenchen",11.5753822,48.1371079
"BISCHOFSWIESEN",12.970308,47.647463,"Bavaria","Muenchen",11.5753822,48.1371079
"KIRCHDORF1",12.195986,48.175555,"Bavaria","Muenchen",11.5753822,48.1371079
"SCHNAITSEE",12.371168,48.070544,"Bavaria","Muenchen",11.5753822,48.1371079
"EDLING",12.164947,48.055944,"Bavaria","Muenchen",11.5753822,48.1371079
"PFAFFING",12.109178,48.05523,"Bavaria","Muenchen",11.5753822,48.1371079
"ROTT A.INN",12.127646,47.983204,"Bavaria","Muenchen",11.5753822,48.1371079
"ALBACHING",12.110817,48.1108,"Bavaria","Muenchen",11.5753822,48.1371079
"BABENSHAM",12.264331,48.083672,"Bavaria","Muenchen",11.5753822,48.1371079
"EISELFING",12.241445,48.040888,"Bavaria","Muenchen",11.5753822,48.1371079
"EMMERING1",12.056182,47.997962,"Bavaria","Muenchen",11.5753822,48.1371079
"FRAUENNEUHARTING",12.048251,48.039782,"Bavaria","Muenchen",11.5753822,48.1371079
"GRIESSTAETT",12.178432,47.994125,"Bavaria","Muenchen",11.5753822,48.1371079
"MAITENBETH",12.092587,48.150129,"Bavaria","Muenchen",11.5753822,48.1371079
"RAMERBERG",12.143714,48.017756,"Bavaria","Muenchen",11.5753822,48.1371079
"RECHTMEHRING",12.160496,48.124976,"Bavaria","Muenchen",11.5753822,48.1371079
"UNTERREIT",12.333662,48.119453,"Bavaria","Muenchen",11.5753822,48.1371079
"VOGTAREUTH",12.180954,47.946771,"Bavaria","Muenchen",11.5753822,48.1371079
"FELDKIRCHEN WESTERHAM",11.84456,47.909454,"Bavaria","Muenchen",11.5753822,48.1371079
"DIETRAMSZELL",11.588293,47.854816,"Bavaria","Muenchen",11.5753822,48.1371079
"OTTERFING",11.675673,47.908714,"Bavaria","Muenchen",11.5753822,48.1371079
"VALLEY",11.768215,47.888874,"Bavaria","Muenchen",11.5753822,48.1371079
"WARNGAU",11.721817,47.832063,"Bavaria","Muenchen",11.5753822,48.1371079
"WEYARN",11.801372,47.857561,"Bavaria","Muenchen",11.5753822,48.1371079
"WACKERSBERG",11.54638,47.736474,"Bavaria","Muenchen",11.5753822,48.1371079
"LENGGRIES",11.576728,47.682625,"Bavaria","Muenchen",11.5753822,48.1371079
"WAAKIRCHEN",11.674921,47.770794,"Bavaria","Muenchen",11.5753822,48.1371079
"BAD HEILBRUNN",11.462626,47.746023,"Bavaria","Muenchen",11.5753822,48.1371079
"BENEDIKTBEUERN",11.411896,47.707913,"Bavaria","Muenchen",11.5753822,48.1371079
"BICHL",11.412308,47.720533,"Bavaria","Muenchen",11.5753822,48.1371079
"GAISSACH",11.5801,47.747447,"Bavaria","Muenchen",11.5753822,48.1371079
"JACHENAU",11.43382,47.605803,"Bavaria","Muenchen",11.5753822,48.1371079
"GREILING",11.608942,47.76297,"Bavaria","Muenchen",11.5753822,48.1371079
"REICHERSBEUERN",11.634873,47.767361,"Bavaria","Muenchen",11.5753822,48.1371079
"SACHSENKAM",11.64358,47.806902,"Bavaria","Muenchen",11.5753822,48.1371079
"ROTTACH EGERN",11.765587,47.688923,"Bavaria","Muenchen",11.5753822,48.1371079
"GMUND A.TEGERNSEE",11.738468,47.750896,"Bavaria","Muenchen",11.5753822,48.1371079
"BAD WIESSEE",11.725573,47.712577,"Bavaria","Muenchen",11.5753822,48.1371079
"KREUTH",11.744271,47.641812,"Bavaria","Muenchen",11.5753822,48.1371079
"FISCHBACHAU",11.949191,47.719098,"Bavaria","Muenchen",11.5753822,48.1371079
"HAUSHAM",11.836996,47.752233,"Bavaria","Muenchen",11.5753822,48.1371079
"BAYRISCHZELL",12.013715,47.673874,"Bavaria","Muenchen",11.5753822,48.1371079
"IRSCHENBERG",11.918716,47.83423,"Bavaria","Muenchen",11.5753822,48.1371079
"KUMHAUSEN",12.160133,48.507387,"Bavaria","Muenchen",11.5753822,48.1371079
"BRUCKBERG",11.992656,48.522561,"Bavaria","Muenchen",11.5753822,48.1371079
"LABERWEINTING",12.321555,48.797151,"Bavaria","Muenchen",11.5753822,48.1371079
"AIGLSBACH",11.707639,48.692993,"Bavaria","Muenchen",11.5753822,48.1371079
"ATTENHOFEN",11.846593,48.649208,"Bavaria","Muenchen",11.5753822,48.1371079
"FURTH",12.022543,48.589375,"Bavaria","Muenchen",11.5753822,48.1371079
"HERRNGIERSDORF",12.065933,48.790009,"Bavaria","Muenchen",11.5753822,48.1371079
"HOHENTHANN",12.092887,48.659528,"Bavaria","Muenchen",11.5753822,48.1371079
"NIEDERAICHBACH",12.316583,48.603081,"Bavaria","Muenchen",11.5753822,48.1371079
"POSTAU",12.326473,48.649313,"Bavaria","Muenchen",11.5753822,48.1371079
"RUDELZHAUSEN",11.767661,48.590008,"Bavaria","Muenchen",11.5753822,48.1371079
"VOLKENSCHWAND",11.873281,48.600194,"Bavaria","Muenchen",11.5753822,48.1371079
"WEIHMICHL",12.043811,48.604018,"Bavaria","Muenchen",11.5753822,48.1371079
"WOERTH A.D.ISAR",12.339065,48.623246,"Bavaria","Muenchen",11.5753822,48.1371079
"MENGKOFEN",12.441461,48.720523,"Bavaria","Muenchen",11.5753822,48.1371079
"BODENKIRCHEN",12.386451,48.3835,"Bavaria","Muenchen",11.5753822,48.1371079
"MARKLKOFEN",12.552017,48.553092,"Bavaria","Muenchen",11.5753822,48.1371079
"MOOSTHENNING",12.497842,48.676792,"Bavaria","Muenchen",11.5753822,48.1371079
"ADLKOFEN",12.263172,48.546186,"Bavaria","Muenchen",11.5753822,48.1371079
"AHAM",12.463722,48.527357,"Bavaria","Muenchen",11.5753822,48.1371079
"BAIERBACH",12.207176,48.415797,"Bavaria","Muenchen",11.5753822,48.1371079
"BUCH A.ERLBACH",12.034551,48.449087,"Bavaria","Muenchen",11.5753822,48.1371079
"ECHING",12.058558,48.503306,"Bavaria","Muenchen",11.5753822,48.1371079
"GERZEN",12.428043,48.506541,"Bavaria","Muenchen",11.5753822,48.1371079
"SCHALKHAM",12.417759,48.489387,"Bavaria","Muenchen",11.5753822,48.1371079
"KROENING",12.36331,48.552597,"Bavaria","Muenchen",11.5753822,48.1371079
"LOICHING",12.429114,48.618673,"Bavaria","Muenchen",11.5753822,48.1371079
"NEUFRAUNHOFEN",12.213536,48.391785,"Bavaria","Muenchen",11.5753822,48.1371079
"TIEFENBACH1",12.100833,48.501093,"Bavaria","Muenchen",11.5753822,48.1371079
"WENG",12.369576,48.658549,"Bavaria","Muenchen",11.5753822,48.1371079
"WURMSHAM",12.337279,48.343045,"Bavaria","Muenchen",11.5753822,48.1371079
"FALKENBERG1",12.729995,48.462535,"Bavaria","Muenchen",11.5753822,48.1371079
"RIMBACH1",12.662739,48.464825,"Bavaria","Muenchen",11.5753822,48.1371079
"HEBERTSFELDEN",12.820358,48.407465,"Bavaria","Muenchen",11.5753822,48.1371079
"MITTERSKIRCHEN",12.731722,48.348176,"Bavaria","Muenchen",11.5753822,48.1371079
"SCHOENAU1",12.840281,48.483636,"Bavaria","Muenchen",11.5753822,48.1371079
"UNTERDIETFURT",12.659526,48.387937,"Bavaria","Muenchen",11.5753822,48.1371079
"ZEILARN",12.84285,48.299099,"Bavaria","Muenchen",11.5753822,48.1371079
"REUT",12.942358,48.31094,"Bavaria","Muenchen",11.5753822,48.1371079
"KIRCHDORF A.INN",12.979899,48.242388,"Bavaria","Muenchen",11.5753822,48.1371079
"DIETERSBURG",12.932652,48.495578,"Bavaria","Muenchen",11.5753822,48.1371079
"JOHANNISKIRCHEN",12.949253,48.534981,"Bavaria","Muenchen",11.5753822,48.1371079
"WITTIBREUT",12.98755,48.329607,"Bavaria","Muenchen",11.5753822,48.1371079
"POSTMUENSTER",12.904947,48.419765,"Bavaria","Muenchen",11.5753822,48.1371079
"INNING A.HOLZ",12.077904,48.347862,"Bavaria","Muenchen",11.5753822,48.1371079
"SCHWINDEGG",12.257304,48.272224,"Bavaria","Muenchen",11.5753822,48.1371079
"SANKT WOLFGANG",12.135093,48.218223,"Bavaria","Muenchen",11.5753822,48.1371079
"HELDENSTEIN",12.36415,48.241755,"Bavaria","Muenchen",11.5753822,48.1371079
"RATTENKIRCHEN",12.312618,48.240752,"Bavaria","Muenchen",11.5753822,48.1371079
"HOHENPOLDING",12.130701,48.383516,"Bavaria","Muenchen",11.5753822,48.1371079
"KIRCHBERG1",12.048411,48.40547,"Bavaria","Muenchen",11.5753822,48.1371079
"LENGDORF",12.051822,48.255915,"Bavaria","Muenchen",11.5753822,48.1371079
"REICHERTSHEIM",12.287044,48.198117,"Bavaria","Muenchen",11.5753822,48.1371079
"STEINKIRCHEN1",12.079194,48.374678,"Bavaria","Muenchen",11.5753822,48.1371079
"NIEDERBERGKIRCHEN",12.50617,48.312607,"Bavaria","Muenchen",11.5753822,48.1371079
"NIEDERTAUFKIRCHEN",12.547967,48.329651,"Bavaria","Muenchen",11.5753822,48.1371079
"ERHARTING",12.574744,48.281024,"Bavaria","Muenchen",11.5753822,48.1371079
"STAMMHAM",12.882353,48.248353,"Bavaria","Muenchen",11.5753822,48.1371079
"AMPFING",12.418033,48.25513,"Bavaria","Muenchen",11.5753822,48.1371079
"ZANGBERG",12.424421,48.274482,"Bavaria","Muenchen",11.5753822,48.1371079
"WINHOERING",12.651149,48.265589,"Bavaria","Muenchen",11.5753822,48.1371079
"EGGLKOFEN",12.450509,48.395498,"Bavaria","Muenchen",11.5753822,48.1371079
"EMMERTING",12.766255,48.199992,"Bavaria","Muenchen",11.5753822,48.1371079
"ENGELSBERG",12.54315,48.1164,"Bavaria","Muenchen",11.5753822,48.1371079
"FEICHTEN A.D.ALZ",12.595784,48.081776,"Bavaria","Muenchen",11.5753822,48.1371079
"GERATSKIRCHEN",12.663337,48.337529,"Bavaria","Muenchen",11.5753822,48.1371079
"HALSBACH",12.675709,48.125357,"Bavaria","Muenchen",11.5753822,48.1371079
"JETTENBACH1",12.382539,48.169593,"Bavaria","Muenchen",11.5753822,48.1371079
"KASTL",12.696097,48.193923,"Bavaria","Muenchen",11.5753822,48.1371079
"TYRLACHING",12.668425,48.061068,"Bavaria","Muenchen",11.5753822,48.1371079
"DASING",11.048293,48.384785,"Bavaria","Muenchen",11.5753822,48.1371079
"GABLINGEN",10.82349,48.455715,"Bavaria","Muenchen",11.5753822,48.1371079
"GESSERTSHAUSEN",10.733868,48.331324,"Bavaria","Muenchen",11.5753822,48.1371079
"LANGWEID A.LECH",10.855713,48.492842,"Bavaria","Muenchen",11.5753822,48.1371079
"HERETSRIED",10.736938,48.459,"Bavaria","Muenchen",11.5753822,48.1371079
"AICHEN",10.53914,48.227088,"Bavaria","Muenchen",11.5753822,48.1371079
"ALETSHAUSEN",10.389531,48.1998,"Bavaria","Muenchen",11.5753822,48.1371079
"WALTENHAUSEN",10.363351,48.189497,"Bavaria","Muenchen",11.5753822,48.1371079
"AYSTETTEN",10.775351,48.404945,"Bavaria","Muenchen",11.5753822,48.1371079
"BALZHAUSEN",10.493311,48.242055,"Bavaria","Muenchen",11.5753822,48.1371079
"BONSTETTEN",10.706286,48.439122,"Bavaria","Muenchen",11.5753822,48.1371079
"DEISENHAUSEN",10.324676,48.256156,"Bavaria","Muenchen",11.5753822,48.1371079
"EMERSACKER",10.673265,48.489038,"Bavaria","Muenchen",11.5753822,48.1371079
"EURASBURG1",11.085901,48.335239,"Bavaria","Muenchen",11.5753822,48.1371079
"KETTERSHAUSEN",10.261922,48.182167,"Bavaria","Muenchen",11.5753822,48.1371079
"KUTZENHAUSEN",10.693702,48.341876,"Bavaria","Muenchen",11.5753822,48.1371079
"LAUGNA",10.695387,48.529665,"Bavaria","Muenchen",11.5753822,48.1371079
"MERCHING",10.983652,48.244229,"Bavaria","Muenchen",11.5753822,48.1371079
"KLEINAITINGEN",10.840706,48.219286,"Bavaria","Muenchen",11.5753822,48.1371079
"OBEROTTMARSHAUSEN",10.85721,48.238311,"Bavaria","Muenchen",11.5753822,48.1371079
"RIED",11.0435,48.289864,"Bavaria","Muenchen",11.5753822,48.1371079
"SCHMIECHEN",10.965841,48.212774,"Bavaria","Muenchen",11.5753822,48.1371079
"USTERSBACH",10.640653,48.31583,"Bavaria","Muenchen",11.5753822,48.1371079
"WEHRINGEN",10.800312,48.245187,"Bavaria","Muenchen",11.5753822,48.1371079
"WIESENBACH1",10.313066,48.303642,"Bavaria","Muenchen",11.5753822,48.1371079
"ADELZHAUSEN",11.137667,48.35707,"Bavaria","Muenchen",11.5753822,48.1371079
"ARESING",11.297536,48.531075,"Bavaria","Muenchen",11.5753822,48.1371079
"BRUNNEN",11.307753,48.629701,"Bavaria","Muenchen",11.5753822,48.1371079
"GACHENBACH",11.239123,48.498479,"Bavaria","Muenchen",11.5753822,48.1371079
"HILGERTSHAUSEN TANDERN",11.354829,48.429543,"Bavaria","Muenchen",11.5753822,48.1371079
"HOLLENBACH",11.075061,48.488339,"Bavaria","Muenchen",11.5753822,48.1371079
"LANGENMOSEN",11.210488,48.606896,"Bavaria","Muenchen",11.5753822,48.1371079
"OBERGRIESBACH",11.064895,48.421666,"Bavaria","Muenchen",11.5753822,48.1371079
"SCHILTBERG",11.249492,48.461785,"Bavaria","Muenchen",11.5753822,48.1371079
"SIELENBACH",11.164857,48.402055,"Bavaria","Muenchen",11.5753822,48.1371079
"BINSWANGEN",10.640403,48.557831,"Bavaria","Muenchen",11.5753822,48.1371079
"VILLENBACH",10.615175,48.509484,"Bavaria","Muenchen",11.5753822,48.1371079
"ZUSAMALTHEIM",10.635449,48.530034,"Bavaria","Muenchen",11.5753822,48.1371079
"RAIN",10.921054,48.690496,"Bavaria","Muenchen",11.5753822,48.1371079
"BUTTENWIESEN",10.721496,48.604377,"Bavaria","Muenchen",11.5753822,48.1371079
"DAITING",10.904183,48.791856,"Bavaria","Muenchen",11.5753822,48.1371079
"TAPFHEIM",10.679235,48.671087,"Bavaria","Muenchen",11.5753822,48.1371079
"ASBACH BAEUMENHEIM",10.818019,48.682934,"Bavaria","Muenchen",11.5753822,48.1371079
"KARLSHULD",11.287007,48.682358,"Bavaria","Muenchen",11.5753822,48.1371079
"KOENIGSMOOS",11.203472,48.654969,"Bavaria","Muenchen",11.5753822,48.1371079
"BERGHEIM1",11.256281,48.761568,"Bavaria","Muenchen",11.5753822,48.1371079
"BUCHDORF",10.824739,48.78494,"Bavaria","Muenchen",11.5753822,48.1371079
"EHEKIRCHEN",11.105443,48.637944,"Bavaria","Muenchen",11.5753822,48.1371079
"EHINGEN",10.799608,48.59731,"Bavaria","Muenchen",11.5753822,48.1371079
"ELLGAU",10.869101,48.59937,"Bavaria","Muenchen",11.5753822,48.1371079
"FUENFSTETTEN",10.76439,48.832623,"Bavaria","Muenchen",11.5753822,48.1371079
"GENDERKINGEN",10.879082,48.707762,"Bavaria","Muenchen",11.5753822,48.1371079
"HOLZHEIM1",10.949824,48.612696,"Bavaria","Muenchen",11.5753822,48.1371079
"HUISHEIM",10.704435,48.823186,"Bavaria","Muenchen",11.5753822,48.1371079
"MARXHEIM",10.946638,48.741629,"Bavaria","Muenchen",11.5753822,48.1371079
"MERTINGEN",10.807913,48.657172,"Bavaria","Muenchen",11.5753822,48.1371079
"MUENSTER1",10.906217,48.623205,"Bavaria","Muenchen",11.5753822,48.1371079
"NIEDERSCHOENENFELD",10.932959,48.721745,"Bavaria","Muenchen",11.5753822,48.1371079
"ALLMANNSHOFEN",10.804495,48.612811,"Bavaria","Muenchen",11.5753822,48.1371079
"NORDENDORF",10.831375,48.594912,"Bavaria","Muenchen",11.5753822,48.1371079
"OBERHAUSEN3",11.109004,48.719613,"Bavaria","Muenchen",11.5753822,48.1371079
"OTTING",10.798165,48.871675,"Bavaria","Muenchen",11.5753822,48.1371079
"ROHRENFELS",11.155356,48.687315,"Bavaria","Muenchen",11.5753822,48.1371079
"TAGMERSHEIM",10.974232,48.824459,"Bavaria","Muenchen",11.5753822,48.1371079
"WEICHERING",11.319237,48.717063,"Bavaria","Muenchen",11.5753822,48.1371079
"KUEHLENTHAL",10.820736,48.56553,"Bavaria","Muenchen",11.5753822,48.1371079
"WOLFERSTADT",10.780292,48.902579,"Bavaria","Muenchen",11.5753822,48.1371079
"AMERDINGEN",10.486326,48.725457,"Bavaria","Muenchen",11.5753822,48.1371079
"AUHAUSEN",10.621298,49.00813,"Bavaria","Muenchen",11.5753822,48.1371079
"DEININGEN",10.570377,48.863193,"Bavaria","Muenchen",11.5753822,48.1371079
"EDERHEIM",10.469864,48.808833,"Bavaria","Muenchen",11.5753822,48.1371079
"EHINGEN A.RIES",10.554899,48.965136,"Bavaria","Muenchen",11.5753822,48.1371079
"FREMDINGEN",10.455724,48.97034,"Bavaria","Muenchen",11.5753822,48.1371079
"HAINSFARTH",10.623252,48.959308,"Bavaria","Muenchen",11.5753822,48.1371079
"MAIHINGEN",10.502083,48.927633,"Bavaria","Muenchen",11.5753822,48.1371079
"MARKTOFFINGEN",10.468622,48.923783,"Bavaria","Muenchen",11.5753822,48.1371079
"MEGESHEIM",10.649913,48.938941,"Bavaria","Muenchen",11.5753822,48.1371079
"MOENCHSDEGGINGEN",10.57975,48.774266,"Bavaria","Muenchen",11.5753822,48.1371079
"MOETTINGEN",10.591308,48.809073,"Bavaria","Muenchen",11.5753822,48.1371079
"MUNNINGEN",10.602907,48.921702,"Bavaria","Muenchen",11.5753822,48.1371079
"REIMLINGEN",10.51656,48.817302,"Bavaria","Muenchen",11.5753822,48.1371079
"WECHINGEN",10.614636,48.892784,"Bavaria","Muenchen",11.5753822,48.1371079
"OBERMEITINGEN",10.806325,48.146884,"Bavaria","Muenchen",11.5753822,48.1371079
"KLOSTERLECHFELD",10.829978,48.158939,"Bavaria","Muenchen",11.5753822,48.1371079
"UNTERMEITINGEN",10.814241,48.160674,"Bavaria","Muenchen",11.5753822,48.1371079
"GROSSAITINGEN",10.781536,48.228812,"Bavaria","Muenchen",11.5753822,48.1371079
"LANGERRINGEN",10.759404,48.142528,"Bavaria","Muenchen",11.5753822,48.1371079
"AMBERG",10.680117,48.06172,"Bavaria","Muenchen",11.5753822,48.1371079
"HILTENFINGEN",10.718065,48.161613,"Bavaria","Muenchen",11.5753822,48.1371079
"HURLACH",10.813731,48.118825,"Bavaria","Muenchen",11.5753822,48.1371079
"JENGEN",10.725372,47.999749,"Bavaria","Muenchen",11.5753822,48.1371079
"LAMERDINGEN",10.740889,48.092526,"Bavaria","Muenchen",11.5753822,48.1371079
